270	-9.24	4.49	-1.81	0.35	-0.23	-0.54	3.72	2.26	0.38	0.02	0.09	0.02
271	-8.33	3.62	-2.4	0.36	-0.06	-0.34	3.34	2.6	0.65	0.01	0.01	0.09
272	-8.3	3.47	-2.68	0.39	-0.17	0.08	3.3	3.69	0.64	0.02	0.01	0.04
273	-8.81	2.5	-2.93	0.31	-0.17	0.06	3.14	2.16	0.54	0.04	0	0.03
274	-9.2	2.36	-2.96	0.07	-0.06	-0.08	3.02	0.71	0.42	0.01	0.01	0
275	-8.81	2.61	-2.56	0	0.02	-0.08	3.11	0.44	0.31	0	0	0
276	-8.34	2.19	-2.73	-0.06	-0.06	-0.01	2.6	0.31	0.44	0.01	0.01	0.02
277	-8.33	2.63	-2.57	-0.11	-0.22	0.24	2.51	0.67	0.74	0	0.01	0.05
278	-8.49	4.37	-1.4	0.11	-0.25	0.4	2.57	2.51	0.7	0.06	0.02	0.01
279	-7.98	5.12	-1.13	0.38	0.04	0.47	2.95	1.33	0.22	0.04	0.08	0.04
280	-6.21	5.08	-2.62	0.68	0.56	0.71	2.57	1.34	2.44	0.07	0.1	0.06
281	-3.86	5.12	-5.37	0.57	0.7	0.66	3.39	1.63	5.15	0.17	0.05	0.06
282	-1.22	5.24	-7.48	0.06	0.33	0.37	1.53	1.88	2.16	0.08	0.09	0.02
283	-0.74	5.8	-7.22	-0.09	0.08	0.17	0.51	1.73	2.2	0.01	0.02	0.02
284	-0.91	5.77	-5.85	-0.36	0.11	0.04	0.32	2.66	2.12	0.14	0.01	0
